Column1,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenB3,QlenC0,QlenC1,QlenC2,QlenC3,choice,precheck
469,1278.221737,1293.738239,1303.670807,1308.503803,30.28206616,1.750528144,0,0,13.76597411,9.932568491,4.832995416,1,2,2,1,1,0,0,0,0,2,0
470,1286.478575,1290.364037,1301.496559,1308.97376,22.49518543,0,0,0,3.885461949,11.13252292,7.477200566,0,0,0,0,0,0,0,0,0,1,1
471,1292.347252,1308.1652,1350.800758,1352.902187,60.55493528,1.390986992,21.76464445,0.384901424,14.42696067,20.87091435,1.71652739,0,2,2,0,0,0,0,0,0,1,0
472,1300.727209,1304.62737,1307.882808,1309.452137,8.72492834,0,0,0,3.900161577,3.255437488,1.569329275,0,0,0,0,0,0,0,0,0,0,1
473,1304.494276,1311.538414,1315.631936,1326.447553,21.95327699,0,0,0,7.044138832,4.093521275,10.81561689,0,0,0,0,0,0,0,0,0,0,1
474,1305.574061,1313.194886,1313.194886,1369.669151,64.09509019,0,0,36.99186726,7.620825873,0,19.48239705,0,2,1,1,1,0,0,0,0,3,0
475,1307.096951,1311.919584,1323.419007,1333.000982,25.90403111,0,3.712352054,3.028545859,4.822633201,7.787071028,6.55342897,0,0,0,0,0,0,0,0,0,0,1
476,1307.259732,1311.589293,1324.108896,1325.207481,17.94774899,0,0,0,4.329560862,12.51960239,1.098585739,0,0,0,0,0,1,0,0,0,1,1
477,1309.672095,1331.452163,1338.04984,1386.022767,76.35067177,0,0,31.61931115,21.78006805,6.597676636,16.35361595,0,2,2,1,1,0,0,0,0,3,0
478,1310.975224,1333.235878,1343.064896,1400.662933,89.68770861,0,9.829017985,3.295527945,22.26065439,0,54.30250829,0,2,2,1,1,0,0,0,0,2,0
479,1311.360023,1327.78057,1342.114181,1342.306745,30.94672275,0.1783918,8.963659512,0,16.2421553,5.369951617,0.192564531,0,0,0,0,0,0,0,0,0,0,1
480,1315.452353,1322.379515,1340.569525,1342.314218,26.86186434,0,1.729380186,0,6.927161988,16.46062929,1.744692873,0,1,0,0,0,0,0,0,0,1,1
481,1316.811132,1345.389346,1361.877361,1412.329573,95.51844132,0,12.72520294,44.26810511,28.5782139,3.762811823,6.184107543,0,2,2,1,1,0,0,1,1,2,0
482,1318.844517,1320.285854,1336.744229,1339.30671,20.46219279,0,3.133152541,0,1.441337129,13.3252225,2.562480618,0,0,0,0,0,0,0,0,0,0,1
483,1319.377904,1333.689462,1348.676681,1394.183637,74.80573315,0,4.360377863,37.34608581,14.31155775,10.62684129,8.160870437,0,2,2,1,1,0,0,0,0,3,0
484,1323.587189,1331.187139,1346.215771,1346.332687,22.74549744,0,10.92704192,0,7.599949893,4.101589839,0.116915782,0,0,1,0,0,0,0,0,0,0,1
485,1324.311641,1331.681468,1366.688356,1367.580336,43.26869518,7.140521814,19.11929001,0,0.229305358,15.88759765,0.891980353,0,2,0,0,0,0,0,2,2,1,0
486,1325.909534,1339.511483,1393.64629,1399.281799,73.3722655,5.771934796,9.165197757,0.537346733,7.830014806,44.96960951,5.0981619,1,2,1,0,0,0,0,3,3,3,0
487,1326.395696,1329.725199,1345.551859,1351.034307,24.63861147,0,10.84432544,0,3.329503461,4.982334669,5.482447895,0,0,0,0,0,0,0,0,0,1,1
488,1329.706337,1355.578545,1404.272729,1420.419306,90.71296927,3.529541602,30.85115978,0,22.34266666,17.84302408,16.14657715,2,2,1,1,1,0,0,2,2,0,0
489,1332.29105,1336.880469,1356.48754,1368.58397,36.29292051,0,9.335302012,0,4.589418857,10.27176899,12.09643066,0,2,1,0,0,0,0,0,0,0,1
490,1332.554228,1337.746833,1381.400219,1382.684098,50.12987011,1.135233604,28.94152275,0,4.057371491,14.71186259,1.283879674,1,2,1,1,1,0,0,2,2,1,0
491,1333.18116,1359.026363,1411.544348,1433.191298,100.0101378,4.565673252,23.97631229,10.10970256,21.27952953,28.54167254,11.53724761,2,2,2,1,1,2,0,1,1,2,0
492,1335.587595,1336.733855,1351.595648,1352.000932,16.41333652,0,8.818004789,0,1.14625952,6.043788193,0.405284015,0,2,1,0,0,0,0,0,0,1,1
493,1337.07009,1341.682827,1358.114549,1406.145466,69.07537621,2.441393435,1.382069131,42.54838355,2.171344023,15.04965269,5.482533392,1,2,2,1,1,0,0,0,0,2,0
494,1337.540951,1345.444702,1383.002675,1421.65405,84.11309954,4.14187654,16.43265904,29.32689839,3.761874601,21.12531426,9.324476706,2,2,2,2,2,0,0,2,2,2,0
495,1343.603598,1346.646626,1409.280934,1422.928688,79.32509026,1.785748212,46.99966446,0,1.257279904,15.63464399,13.64775369,0,2,2,1,1,2,0,1,1,3,0
496,1344.896964,1345.913885,1353.849976,1353.984545,9.087580772,0,5.681762275,0,1.016921512,2.254328724,0.134568261,0,1,1,0,0,0,0,0,0,1,1
497,1347.393833,1357.73379,1430.299517,1442.254836,94.8610031,0,23.6664286,0,10.33995669,48.89929846,11.95531935,0,2,2,2,2,4,0,1,1,1,0
498,1347.413815,1350.753586,1359.856354,1389.983738,42.56992263,0,5.7339534,8.727616029,3.339770906,3.368814628,21.39976767,0,0,1,0,0,0,0,0,0,0,1
499,1348.976505,1354.412915,1358.088792,1375.892287,26.91578109,0,0,0,5.436409747,3.675876424,17.80349492,0,0,1,0,0,0,0,0,0,1,1
500,1349.330852,1359.309901,1360.208692,1379.466754,30.13590266,0,0,15.68359441,9.979049586,0.89879086,3.574467801,0,0,1,0,0,1,0,0,0,1,1
501,1358.312784,1380.260866,1421.215401,1433.082943,74.77015836,0,29.02006854,1.713286975,21.94808136,11.93446671,10.15425477,0,2,2,1,1,3,0,1,1,3,0
502,1361.36122,1371.804111,1427.373227,1448.188777,86.82755736,0,39.74023621,5.818070417,10.44289138,15.82887975,14.9974796,0,1,2,2,2,4,0,0,0,2,0
503,1362.19437,1396.109276,1434.55064,1452.834213,90.63984385,0,31.26395096,13.63813764,33.91490683,7.177412378,4.645436032,0,1,2,1,1,4,0,0,0,2,0
504,1363.434119,1368.913835,1404.272729,1448.357361,84.92324171,0,35.35889397,16.14657715,5.479715358,0,27.93805523,0,1,2,1,1,0,0,2,2,0,0
505,1368.356382,1371.433737,1442.583513,1444.4045,76.04811787,0.557452673,58.86577964,0,2.519902546,12.28399572,1.820987299,0,2,1,1,1,4,0,1,1,1,0
506,1373.125432,1373.780185,1378.388348,1394.216456,21.09102449,0,0,11.59538961,0.654753257,4.60816333,4.232718292,0,0,0,0,0,0,0,0,0,0,1
507,1377.072036,1394.6383,1404.272729,1484.642186,107.5701501,0,9.634429119,44.08463238,17.56626386,0,36.28482476,0,2,2,2,2,1,0,2,2,0,0
508,1377.869435,1385.796605,1485.473892,1495.317952,117.4485173,0,56.78690758,0,7.92717059,42.89037919,9.844059972,0,2,2,2,2,3,0,0,0,1,0
509,1378.754314,1403.658427,1447.397253,1461.251966,82.49765245,1.506551878,17.55697363,0,23.39756162,26.18185192,13.8547134,0,2,2,2,2,4,0,1,1,3,0
510,1388.649441,1393.910769,1398.65454,1398.735794,10.08635281,0,0,0,5.261328118,4.743770997,0.081253693,0,0,0,0,0,0,0,0,0,0,1
511,1391.802769,1405.0925,1415.198356,1421.572373,29.76960345,0,0,0,13.28973047,10.10585686,6.374016126,0,0,0,0,0,0,0,0,0,0,1
512,1394.815934,1411.682731,1413.905617,1413.986901,19.17096686,0,0,0,16.8667967,2.222886179,0.081283985,0,0,0,0,0,0,0,0,0,1,1
513,1403.471135,1427.814619,1433.227929,1452.727726,49.25659075,0,0,0,24.34348406,5.413309488,19.4997972,0,0,0,0,0,0,0,0,0,0,1
514,1404.78596,1408.310313,1420.507898,1500.70188,95.91591967,0,12.19758468,67.57972999,3.524352799,0,12.61425219,0,0,2,2,2,2,0,1,1,0,0
515,1405.073789,1411.96161,1426.836701,1510.491183,105.4173938,0,8.546288246,73.86517882,6.887820778,6.328803366,9.789302605,0,0,2,2,2,3,0,0,0,0,0
516,1406.858761,1431.249941,1435.80458,1438.362448,31.50368671,0,0,0,24.39117947,4.554639393,2.557867856,0,0,0,0,0,0,0,0,0,1,1
517,1407.115477,1407.704509,1420.507898,1488.087628,80.97215073,0,0,64.13428816,0.589031465,12.80338927,3.445441826,0,0,2,2,2,1,0,1,1,0,0
518,1412.844321,1438.505218,1492.14699,1531.699732,118.8554108,0,34.92345512,22.08095088,25.66089724,18.718316,17.47179158,0,2,2,1,1,2,0,0,0,0,0
519,1419.48067,1438.469599,1441.09034,1445.312738,25.83206758,0,0,0,18.9889292,2.620740239,4.222398138,0,0,0,0,0,1,0,0,0,1,1
520,1425.421646,1440.360044,1495.720534,1502.335119,76.91347248,0,40.72154504,0,14.93839755,14.63894516,6.614584732,0,0,2,1,1,3,0,0,0,2,0
521,1427.987521,1435.182929,1437.733239,1457.48468,29.49715826,0,0,14.99448671,7.195407744,2.5503101,4.756953707,0,0,0,0,0,0,0,0,0,0,1
522,1428.019071,1428.062834,1473.428674,1514.22794,86.20886999,0,0,37.06250896,0.043763332,45.36583978,3.736757924,0,0,2,0,0,3,0,0,0,0,0
523,1430.938602,1435.723551,1446.556054,1468.461887,37.52328488,0.311339002,2.009688221,10.92862621,4.4736103,8.822814204,10.97720695,0,0,0,0,0,1,0,0,0,0,1
524,1435.22961,1453.592379,1492.47681,1500.231999,65.00238923,0,31.88151308,2.84114182,18.36276932,7.002918152,4.914046854,0,0,1,0,0,3,0,0,0,1,0
525,1436.373064,1436.573791,1481.081589,1483.999908,47.62684364,0,0,0,0.200727192,44.50779771,2.918318743,0,0,1,0,0,4,0,0,0,2,0
526,1439.504106,1445.653886,1454.280888,1472.506867,33.00276117,0,0.902167998,14.18099821,6.149779511,7.724834942,4.044980507,0,0,0,0,0,1,0,0,0,0,1
527,1444.358609,1444.36203,1452.1412,1452.362303,8.003694018,0,0,0,0.00342088,7.779170325,0.221102814,0,0,0,0,0,2,0,0,0,1,1
528,1446.319798,1456.76388,1476.38498,1528.814041,82.49424349,0,19.62109961,13.65112694,10.44408252,0,38.77793442,0,1,0,1,1,4,0,0,0,3,0
529,1449.888789,1452.654812,1476.38498,1490.036107,40.1473175,0,0,0,2.766022847,23.73016771,13.65112694,0,1,0,1,1,4,0,0,0,3,0
530,1465.354059,1487.056298,1522.463079,1526.079679,60.72562056,0,5.420511713,0,21.70223948,29.98626928,3.616600084,0,1,1,1,1,1,0,0,0,1,0
531,1469.44799,1492.30563,1532.135625,1540.394084,70.94609336,0,22.68882333,0,22.8576402,17.14117127,8.258458564,0,1,1,1,1,0,0,0,0,0,0
532,1475.023257,1493.95509,1494.918881,1502.193788,27.17053146,0,0,6.59971805,18.93183367,0.963790985,0.675188747,0,0,0,0,0,0,0,0,0,0,1
533,1476.415343,1479.349966,1486.457639,1545.386003,68.97066019,0,0,42.35640254,2.934623406,7.107672523,16.57196172,0,0,1,1,1,3,0,0,0,3,0
534,1476.533401,1524.067061,1557.755063,1569.308951,92.77555022,0,19.15770104,0,47.53365996,14.53030098,11.55388823,0,0,1,1,1,0,0,0,0,1,0
535,1477.423906,1480.443021,1514.994454,1531.760786,54.33687986,1.926059838,11.70396867,16.70527835,1.093054904,22.84746411,0.061053992,0,0,1,1,1,0,0,0,0,0,0
536,1482.931339,1483.855602,1483.855602,1501.518599,18.58725999,0,0,0,0.924262185,0,17.6629978,0,0,0,0,0,0,0,0,0,0,1
537,1486.898559,1486.91009,1521.142771,1545.878883,58.98032425,0,0,24.2432323,0.011531265,34.23268054,0.492880148,0,1,0,0,0,1,0,0,0,3,0
538,1491.608327,1491.939722,1508.946275,1512.950032,21.34170492,0,3.780812342,0,0.33139448,13.22574116,4.003756938,0,1,1,0,0,2,0,0,0,2,0
539,1495.84887,1499.181521,1509.074259,1509.367437,13.51856666,0,0,0,3.332650364,9.892738497,0.293177798,0,0,0,0,0,0,0,0,0,0,1
540,1497.092894,1503.692555,1543.224762,1552.881284,55.78839053,0,18.77052408,0,6.59966154,20.76168221,9.656522703,0,1,0,0,0,0,0,0,0,1,0
541,1497.605882,1507.031687,1511.29916,1520.320556,22.71467368,0,0,0,9.425804661,4.267473424,9.021395592,0,0,0,0,0,0,0,0,0,1,1
542,1498.694339,1514.465983,1540.150282,1544.073136,45.37879682,0,0,0,15.77164445,25.68429842,3.922853953,0,1,0,0,0,0,0,0,0,2,0
543,1502.760203,1518.661723,1565.886005,1584.996645,82.23644187,0,21.48855843,0,15.90152006,25.73572275,19.11064064,0,1,0,0,0,0,0,0,0,2,0
544,1502.936445,1508.508569,1510.862565,1529.773289,26.83684338,0,0.565690452,0,5.57212346,1.788305948,18.91072352,0,0,0,0,0,0,0,0,0,0,1
545,1502.979327,1524.01629,1546.822615,1555.412832,52.43350498,0.713227985,0,0,20.32373429,22.80632525,8.590217451,0,1,1,0,0,0,0,0,0,3,0
546,1503.374758,1516.421301,1553.164808,1554.15603,50.78127153,11.09122512,15.7143238,0,1.955317726,21.02918309,0.991221794,1,1,1,0,0,0,0,0,0,0,0
547,1509.097543,1529.573548,1532.43507,1538.966485,29.86894223,0,0,3.143885582,20.47600449,2.861522472,3.387529689,0,0,0,0,0,0,0,0,0,0,1
548,1511.236809,1515.326363,1525.332904,1535.578956,24.34214611,0,0,4.44038504,4.089553907,10.00654021,5.805666954,0,0,0,0,0,0,0,0,0,0,1
549,1519.400895,1561.18601,1561.18601,1636.277067,116.8761722,0,0,25.68385922,41.785115,0,49.40719801,0,1,1,1,1,0,0,0,0,3,0
550,1521.793545,1584.243765,1608.172795,1611.086643,89.29309802,0,0,0,62.45022022,23.92903041,2.913847389,0,1,1,1,1,0,0,0,0,2,0
551,1525.874616,1551.907269,1560.383726,1575.385496,49.51087982,0,0,0,26.03265281,8.476456795,15.00177021,0,0,0,0,0,0,0,0,0,1,1
552,1526.094998,1541.696808,1557.115318,1558.197429,32.10243098,0,0,0,15.60181013,15.41851032,1.082110523,0,0,0,0,0,0,0,0,0,0,1
553,1526.240271,1536.371069,1537.460529,1543.291425,17.05115401,3.333276828,0,1.505956464,6.797521564,1.089459715,4.324939435,0,0,0,0,0,0,0,0,0,0,1
554,1529.04483,1560.071961,1566.490051,1569.84705,40.80222033,7.326239335,0,0,23.70089218,6.418089744,3.356999068,1,0,0,0,0,0,1,0,0,0,1
555,1532.292041,1543.993654,1548.729561,1559.838273,27.54623163,9.404766886,0,0,2.296846274,4.735907034,11.10871144,1,0,0,0,0,0,0,0,0,1,1
556,1532.75982,1567.128487,1575.232993,1577.954882,45.19506248,11.2338347,0,0,23.1348324,8.10450599,2.721889395,2,0,0,0,0,0,1,0,0,0,1
557,1532.947207,1538.741357,1553.164808,1580.391656,47.44444887,0,14.42345144,0.991221794,5.794149849,0,26.23562579,0,0,1,1,1,0,0,0,0,0,0
558,1536.587442,1565.03527,1576.061278,1586.813527,50.22608511,15.31982682,0,3.861338683,13.12800055,11.02600851,6.890910543,2,0,0,0,0,0,0,0,0,1,1
559,1539.266049,1552.399759,1558.138118,1565.969374,26.70332468,0,0,0,13.13371039,5.738358778,7.831255509,0,1,1,1,1,0,0,0,0,3,0
560,1539.566719,1561.13394,1564.641704,1579.922617,40.35589813,20.50524271,0,10.74379231,1.06197871,3.507763662,4.537120742,3,0,0,0,0,0,0,0,0,1,1
561,1540.103819,1553.316477,1577.742556,1585.673369,45.56955025,0,0,2.649099982,13.21265841,24.42607828,5.281713581,0,1,1,1,1,0,0,0,0,0,0
562,1541.021773,1560.240651,1601.437204,1604.766484,63.74471099,11.37798674,0,0,7.840891449,41.19655308,3.329279723,0,1,0,0,0,0,0,0,0,1,0
563,1548.021766,1555.764793,1603.30227,1605.062027,57.04026176,5.294711796,21.97776272,0,2.448315561,25.55971465,1.759757038,1,0,0,0,0,0,0,0,0,0,0
564,1548.156242,1560.321012,1561.001335,1586.869869,38.71362635,7.608550479,0,4.968038234,4.556218796,0.68032358,20.90049526,2,1,0,0,0,0,0,0,0,3,0
565,1548.31374,1571.638163,1583.58206,1595.99361,47.67986987,11.92691072,0,1.414585657,11.39751262,11.94389626,10.99696461,3,1,0,0,0,0,0,0,0,2,0
566,1552.374838,1575.609218,1641.229961,1642.104925,89.73008644,7.946173267,25.82798541,0,15.28820664,39.79275704,0.874964078,4,1,0,0,0,0,0,1,1,1,0
567,1553.054264,1597.404869,1614.536841,1718.903123,165.8488589,8.131745366,11.75626808,84.41935394,36.21885921,5.375703934,19.94692834,4,1,0,0,0,0,0,0,0,3,0
568,1560.740587,1573.83643,1576.986325,1663.36998,102.6293933,10.89757684,0,59.29074204,2.198266817,3.149894632,27.09291295,1,1,0,0,0,0,0,0,0,3,0
569,1561.740288,1590.87813,1590.87813,1602.096098,40.3558101,0,0,0,29.13784232,0,11.21796777,0,0,0,0,0,0,2,0,0,0,1
570,1565.491603,1591.376044,1609.161137,1698.956195,133.4645917,8.344827132,0,89.12775799,17.53961344,17.78509329,0.667299879,1,1,0,0,0,0,0,0,0,3,0
571,1566.848177,1577.940876,1589.158377,1590.061338,23.21316134,0,0,0,11.09269934,11.21750119,0.902960807,0,0,0,0,0,0,2,0,0,0,1
572,1568.196853,1579.476342,1582.155227,1598.164376,29.96752276,0,0,4.658300298,11.2794892,2.678884976,11.35084829,0,0,0,0,0,0,0,0,0,1,1
573,1569.518905,1614.185644,1656.918031,1672.208117,102.6892112,6.090313058,5.619862752,0,38.57642549,37.11252472,15.29008523,2,1,1,0,0,0,0,0,0,0,0
574,1575.000912,1590.217208,1590.217208,1698.288895,123.2879826,9.242852681,0,73.1527714,5.973443422,0,34.9189151,1,0,1,0,0,0,0,0,0,3,0
575,1581.662955,1591.657503,1619.805507,1623.040481,41.3775255,8.554253107,11.64476751,0,1.440294419,16.50323631,3.234974153,1,0,1,0,0,0,0,0,0,0,0
576,1581.795283,1582.686025,1586.58503,1598.768062,16.97277918,0,0,11.5793456,0.890742051,3.899005338,0.603686187,0,0,0,0,0,0,1,0,0,1,1
577,1582.900563,1588.019909,1588.019909,1604.846455,21.9458921,0,0,10.74815312,5.119346087,0,6.078392889,0,0,0,0,0,0,1,0,0,1,1
578,1583.88671,1592.927598,1597.82885,1603.837465,19.95075573,0,0,4.267247768,9.040888,4.901252905,1.74136706,0,0,0,0,0,0,2,0,0,0,1
579,1588.112414,1592.716493,1618.909359,1645.36712,57.25470638,3.263629702,15.45630228,0,1.340449489,10.73656373,26.45776118,1,0,1,0,0,0,0,0,0,2,0
580,1590.135492,1594.930427,1600.229021,1615.282098,25.14660552,0,0,4.617433556,4.794934366,5.298594451,10.43564315,0,0,0,0,0,1,0,0,0,1,1
581,1591.569028,1597.841261,1601.752541,1611.877641,20.30861373,0,0,2.084924701,6.272233145,3.911279684,8.040176197,0,0,0,0,0,1,1,0,0,0,1
582,1607.714762,1624.903379,1688.352131,1696.582575,88.86781275,0,32.01465187,0,17.18861717,31.43409969,8.230444023,0,0,0,1,1,0,0,0,0,0,0
583,1611.033846,1611.446135,1614.069577,1637.695931,26.66208496,0,0,0,0.412289165,2.623442041,23.62635376,0,0,0,0,0,0,0,0,0,0,1
584,1614.130315,1618.96987,1624.382167,1665.620461,51.4901461,0,0,32.17863374,4.839554517,5.412296888,9.059660958,0,0,0,0,0,1,0,0,0,0,1
585,1615.262262,1623.85402,1639.135085,1736.792688,121.5304257,0,0,79.76803782,8.591758218,15.2810648,17.88956489,0,1,0,0,0,0,0,1,1,3,0
586,1616.067181,1616.178049,1616.178049,1656.5608,40.49361974,0,0,21.51788163,0.11086867,0,18.86486943,0,0,0,0,0,0,0,0,0,0,1
587,1616.907038,1633.182309,1633.747306,1672.9426,56.03556231,0,0,31.873155,16.27527076,0.56499771,7.322138846,0,0,0,0,0,2,0,0,0,0,1
588,1619.845485,1620.112272,1626.516657,1646.148614,26.30312902,0,0,18.8504635,0.266786896,6.404384998,0.78149362,0,0,0,0,0,0,0,0,0,2,0
589,1620.622578,1638.407121,1644.862137,1689.634156,69.01157801,0,6.194294638,34.07050219,17.78454214,0.260721405,10.70151764,0,0,0,0,0,3,0,0,0,0,1
590,1626.201576,1651.84213,1712.83738,1719.90169,93.70011409,0,0,0,25.64055436,60.99524969,7.064310045,0,1,0,0,0,0,0,0,0,1,0
591,1628.772231,1634.585157,1644.601415,1678.932639,50.1604077,0,0,28.34118493,5.81292611,10.016258,5.990038664,0,0,0,0,0,2,0,0,0,0,1
592,1629.98577,1636.253512,1644.452746,1652.534272,22.54850139,3.19653834,0,0,3.071203468,8.199234135,8.081525447,0,0,0,0,0,2,0,0,0,1,1
593,1631.834957,1640.758576,1651.758016,1656.369289,24.534332,2.750200138,3.694170425,0.776255255,6.173418548,7.305270192,3.835017438,1,0,0,0,0,4,0,0,0,1,1
594,1644.203513,1647.784771,1657.152046,1689.992481,45.78896818,0,0,32.48210997,3.58125848,9.367275004,0.358324726,0,1,1,0,0,3,0,0,0,0,1
595,1652.464438,1676.377737,1693.451576,1750.764032,98.29959413,0,0,43.34111226,23.91329975,17.07383844,13.97134368,0,1,0,0,0,0,0,0,0,3,0
596,1656.419952,1661.906636,1663.484358,1700.384868,43.96491613,0,0,26.50812269,5.486683734,1.577722392,10.39238732,0,0,0,0,0,4,0,0,0,0,1
597,1658.573859,1683.125363,1693.267008,1709.466654,50.89279586,0,0,15.23011602,24.55150391,10.14164578,0.969530148,0,0,0,0,0,1,0,0,0,0,1
598,1659.922392,1665.88074,1708.797598,1710.713253,50.79086157,0,0,0,5.958348238,42.91685786,1.915655476,0,0,0,0,0,0,0,0,0,2,0
599,1661.963671,1664.573235,1666.697213,1708.497124,46.53345291,0,0,33.68765579,2.60956338,2.123977875,8.112255864,0,0,0,0,0,4,0,0,0,0,1
600,1671.772707,1701.173191,1755.317908,1758.579289,86.80658161,0,24.14223878,0,29.40048331,30.00247822,3.261381296,0,0,0,0,0,0,0,0,0,3,0
601,1672.532481,1679.387283,1717.7767,1727.664392,55.13191091,0,8.964847797,0,6.854802015,29.42456889,9.887692215,0,0,0,0,0,0,1,0,0,0,0
602,1679.288961,1685.193391,1712.83738,1736.425131,57.13616939,0,27.64398901,7.064310045,5.904429601,0,16.52344074,0,0,0,0,0,0,0,0,0,1,0
603,1679.726058,1684.298577,1687.775384,1688.922738,9.196679458,0,0,0,4.572519202,3.476806611,1.147353645,0,0,0,0,0,3,0,0,0,1,1
604,1687.880289,1688.335748,1738.816717,1742.329313,54.44902384,0,20.46184984,0,0.455459379,30.01911866,3.51259596,0,1,1,0,0,0,0,0,0,2,0
605,1690.512297,1694.371507,1725.31543,1753.042131,62.52983369,0,0,25.44860209,3.859210119,30.94392227,2.278099203,0,0,1,1,1,0,0,0,0,3,0
606,1691.499274,1698.432168,1727.179584,1736.046791,44.54751684,0,19.34453174,0.484808018,6.9328938,9.402884197,8.382399084,0,0,1,1,1,0,0,0,0,0,0
607,1695.541368,1702.62129,1706.619319,1711.310843,15.76947474,0,0,2.847335825,7.07992199,3.998028593,1.844188334,0,0,0,0,0,1,0,0,0,0,1
608,1696.809289,1711.616752,1766.150703,1772.27658,75.4672918,0,27.19996462,0,14.80746339,27.33398671,6.125877073,0,0,1,1,1,1,0,0,0,2,0
609,1699.806009,1715.82934,1722.41002,1730.176815,30.37080603,0,0,0,16.02333099,6.580679961,7.766795079,0,0,0,0,0,0,0,0,0,1,1
610,1700.136352,1701.959686,1756.270115,1763.949089,63.81273721,0,25.21989783,0,1.823334559,29.09053113,7.678973686,0,1,1,1,1,0,0,0,0,0,0
611,1701.16947,1717.181278,1731.43787,1742.290954,41.12148318,0,9.902859285,3.342746914,16.01180792,4.353732225,7.510336839,0,0,0,0,0,0,0,0,0,0,1
612,1703.248681,1708.306618,1727.084138,1734.780617,31.53193592,0,0,0,5.057937277,18.7775195,7.696479139,0,0,0,0,0,0,0,0,0,0,1
613,1705.899754,1723.928777,1731.576295,1732.417277,26.51752322,2.406864526,5.268492685,0,15.62215904,2.379025052,0.840981916,0,0,0,0,0,1,0,0,0,1,1
614,1708.455921,1716.86143,1767.610546,1768.7936,60.33767882,0,42.54932132,1.034938709,8.405508784,8.199794704,0.148115306,0,2,1,1,1,1,0,0,0,1,0
615,1710.645747,1713.727954,1759.410751,1768.645485,57.99973762,0,0,0,3.082207152,45.68279705,9.234733413,0,2,1,0,0,2,0,0,0,1,0
616,1712.730704,1717.827223,1756.270115,1775.544591,62.81388652,0,38.44289217,7.678973686,5.096518835,0,11.59550183,0,2,1,1,1,0,0,0,0,0,0
617,1713.528245,1719.63464,1738.569934,1753.532286,40.00404049,2.301094417,11.80322991,3.721020049,3.805299991,7.132063704,11.24133242,0,0,0,0,0,0,0,0,0,0,1
618,1716.203085,1719.094018,1729.19727,1730.99869,14.79560463,0.978193428,3.316002257,0.979545136,1.912739311,6.787249943,0.821874557,0,1,0,0,0,0,0,0,0,1,1
619,1720.349019,1724.061143,1791.752489,1800.487369,80.13834995,0,43.54940318,0,3.712123927,24.14194323,8.734879614,0,2,1,1,1,0,0,0,0,1,0
620,1724.115286,1725.777647,1738.436766,1748.863658,24.74837159,0,5.798647773,0,1.662360933,6.860470826,10.42689206,0,2,1,0,0,0,0,0,0,1,1
621,1726.331769,1726.488312,1762.12679,1780.20142,53.86965123,0,28.82959542,0,0.156543391,6.808882205,18.07463021,0,2,2,1,1,2,0,0,0,3,0
622,1728.838215,1737.806904,1759.265506,1788.413082,59.57486717,0,18.46321114,16.27908527,8.968689457,2.995390241,12.86849107,0,1,2,1,1,1,0,0,0,0,0
623,1735.822523,1737.00642,1738.569934,1776.346826,40.52430215,0,1.563513102,14.96235247,1.183896943,0,22.81453964,0,0,0,0,0,1,0,0,0,0,1
624,1741.446655,1743.475304,1783.501014,1785.788065,44.34140945,0,22.67539939,0,2.028648704,17.35031023,2.287051128,0,2,2,0,0,0,0,0,0,2,0
625,1742.277511,1742.482105,1747.719238,1776.822482,34.5449706,0,0,28.62758775,0.204593632,5.237133166,0.47565605,0,0,0,0,0,1,0,0,0,0,1
626,1743.861919,1765.995427,1791.679053,1803.226968,59.36504848,0,0,0,22.13350766,25.68362596,11.54791486,0,2,2,1,1,0,0,0,0,3,0
627,1745.751122,1745.773872,1805.854105,1806.014251,60.26312837,0,37.72714189,0,0.022749223,22.35309159,0.160145674,0,2,2,1,1,1,0,0,0,2,0
628,1746.918109,1812.55997,1849.788156,1865.753931,118.8358225,0,0,0,65.64186185,37.22818563,15.96577503,0,2,2,2,2,1,0,0,0,2,0
629,1752.461331,1758.275746,1786.166753,1795.346061,42.88473008,0,0.989759442,2.246328905,5.814415006,26.90124743,6.932979292,0,2,2,2,2,0,0,0,0,0,0
630,1753.466234,1754.07828,1757.93145,1777.579159,24.11292503,0,0,18.89103169,0.612045605,3.853169934,0.756677793,0,0,0,0,0,1,0,0,0,0,1
631,1755.277904,1759.994886,1760.3922,1794.078081,38.80017705,0,0,17.18695975,4.716982614,0.397313297,16.49892139,0,0,0,0,0,2,0,0,0,0,1
632,1759.635668,1780.38661,1787.277702,1791.034071,31.39840298,0,0,0,20.75094206,6.89109136,3.756369557,0,0,0,0,0,1,0,0,0,1,1
633,1765.497808,1777.179937,1784.464052,1794.381782,28.88397391,0,0,9.614028885,11.68212891,7.284114585,0.303701525,0,0,0,0,0,0,0,0,0,0,1
634,1769.569106,1802.239486,1817.460372,1850.728333,81.15922731,0,0,30.39354219,32.67038043,15.22088562,2.874419073,0,0,0,1,1,0,0,0,0,0,0
635,1774.082458,1781.576473,1798.526891,1816.355524,42.273066,0,4.590279598,0,7.494015609,12.36013811,17.82863268,0,0,0,1,1,0,0,0,0,0,0
636,1777.021836,1805.925549,1806.909818,1822.020825,44.99898843,0,0,4.826738128,28.90371231,0.984268966,10.28426903,0,0,0,0,0,0,0,0,0,0,1
