Column1,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
63,183.0652731,190.1502295,297.5263073,349.1142924,166.0490193,2.057822335,103.2570437,50.79395112,5.027134141,4.119034085,0.794033949,1,12,0,0,4,0,0,0,1
64,184.8923205,193.4010292,314.2773696,378.779189,193.8868685,5.257909016,104.1252781,34.83692282,3.250799657,16.75106225,29.66489659,1,12,0,0,4,0,0,0,1
65,186.0058547,200.8935335,244.6958882,283.1895319,97.18367718,0,36.51823484,22.04235871,14.88767881,7.28411991,16.45128492,0,3,3,1,0,0,0,1,0
66,186.4028273,188.8235823,218.7824388,243.3034489,56.90062161,0,29.95885645,7.378837977,2.420755058,0,17.14217212,0,3,3,1,0,0,0,2,0
67,189.1813397,225.6363749,344.0878166,405.5083978,216.327058,4.219689464,116.7000271,57.68911936,32.23534572,1.751414515,3.731461844,1,13,0,0,5,0,0,0,1
68,190.8981944,200.7380382,296.4543775,331.0172068,140.1190124,0,86.31820017,26.3656457,9.839843865,9.39813912,8.197183536,0,2,2,2,0,0,0,0,0
69,193.3027711,202.8795534,234.7651886,247.4935026,54.19073151,0,15.90288544,8.538260331,9.576782305,15.98274977,4.190053665,0,3,2,2,0,0,0,2,0
70,197.2954358,211.2589951,322.0775641,401.6441117,204.3486759,0,103.0183745,79.20031837,13.96355933,7.800194553,0.36622918,0,14,0,0,5,0,0,0,1
71,203.3885325,231.1510633,367.877618,373.3850913,169.9965588,0,82.90066539,0,27.76253089,53.82588928,5.507473244,0,3,3,3,0,0,0,2,0
72,208.2735419,220.7292078,342.3364021,401.7769359,193.5033941,2.985453256,101.3483563,59.30770963,9.470212734,20.25883792,0.132824246,0,14,0,0,5,0,0,0,1
73,213.5053353,225.3002264,314.0517287,316.9564632,103.4511279,0,48.73619851,0,11.7948911,40.0153038,2.90473449,0,3,3,2,1,0,0,2,0
74,217.3741278,218.4696339,274.0364249,278.6018718,61.22774397,0,16.29555464,0,1.095506082,39.27123636,4.565446879,0,3,3,2,0,0,0,2,0
75,217.7380633,234.7162421,347.1890797,413.9653201,196.2272568,2.991144573,109.3715745,58.31931811,13.98703423,3.101263096,8.4569223,0,14,0,0,6,0,0,0,1
76,220.9041979,230.9696981,316.4368501,325.4340823,104.5298845,0,13.72619014,0,10.06550022,71.74096185,8.997232235,0,3,2,1,1,0,0,1,0
77,221.613382,236.0646185,395.0185233,417.5575857,195.9442037,0,131.8129995,0,14.45123655,27.14090534,22.53906236,0,3,2,1,0,0,0,2,0
78,224.3437018,232.933248,322.6042301,339.957959,115.6142573,0,63.52112956,8.41297672,8.58954619,26.14985252,8.940752273,0,3,2,1,1,0,0,0,0
79,227.3888366,240.9118488,349.1236137,419.5693096,192.180473,0,106.2772308,64.84170639,13.52301223,1.934534024,5.603989507,0,15,0,0,5,0,0,0,1
80,240.2511757,258.0920666,369.8300936,421.6699443,181.4187687,0,100.3141983,51.68726894,17.84089089,11.42382876,0.152581815,0,15,0,0,7,0,0,0,1
81,248.1565025,251.6960174,358.4062648,421.5173625,173.3608601,0,97.42759624,61.16304477,3.539514995,9.282651127,1.94805294,0,16,0,0,6,0,0,0,1
82,250.4595555,257.8729709,354.4144761,357.0213547,106.5617992,0,58.56387922,0,7.413415418,37.97762597,2.606878622,0,3,0,3,0,0,0,1,0
83,250.934286,259.7321227,449.3839057,451.3451335,200.4108475,0,146.7483584,0,8.797836742,42.90342461,1.961227828,0,3,0,3,1,0,0,1,0
84,258.8667733,259.4351363,406.4804811,409.8953932,151.0286199,0,94.97933978,0,0.568362984,52.06600503,3.414912064,0,3,1,3,0,0,0,1,0
85,259.056148,262.1346851,367.486283,370.3418644,111.2857163,0,60.46954499,0,3.078537033,44.88205292,2.855581378,0,3,1,3,0,0,0,0,0
86,259.8764875,266.2442167,389.2533949,424.6943811,164.8178936,0,103.5858768,32.41654942,6.367729233,19.42330134,3.024436788,0,17,0,0,7,0,0,0,1
87,261.269551,277.0024375,417.7375741,418.8202216,157.5506706,0,118.0160858,0,15.73288657,22.71905074,1.082647495,0,3,3,3,0,0,0,2,0
88,268.4028247,270.6190243,403.432579,424.7737479,156.3709231,0,118.6343707,21.26180207,2.216199535,14.17918413,0.079366732,0,16,0,0,5,0,0,0,1
89,273.8461092,278.2824056,422.0847585,425.1961096,151.3500005,0,125.1501734,2.688989313,4.436296438,18.65217949,0.422361774,0,15,0,0,1,0,0,0,1
90,276.1938784,306.3824936,451.9220051,452.0276565,175.8337781,0,128.900242,0,30.18861519,16.63926949,0.105651408,0,14,0,0,0,0,0,0,1
91,282.500336,284.1255134,430.3369905,450.680934,168.180598,0,83.36076954,0,1.625177435,62.85070754,20.34394348,0,3,3,3,0,0,0,0,0
92,288.0242673,304.9184999,435.2827356,439.286424,151.2621566,0,117.1662586,0,16.89423259,13.19797706,4.003688362,0,13,0,0,0,0,0,0,1
93,298.8048556,304.7532563,462.8866616,496.4828087,197.6779532,0,144.6306495,0,5.9484007,13.50275586,33.59614716,0,2,3,3,0,0,0,1,0
94,299.4177146,302.9921269,440.8493101,463.1874012,163.7696866,0,127.3448636,9.831623923,3.574412301,10.51231955,12.50646724,0,2,3,3,0,0,0,0,0
95,303.5286542,303.7326169,471.6122292,473.2091831,169.6805288,0,137.1166932,0,0.203962663,30.76291917,1.596953844,0,3,3,3,0,0,0,0,0
96,309.6472331,311.5502048,417.7375741,437.9538841,128.306651,0,106.1873693,1.082647495,1.90297171,0,19.13366256,0,4,4,3,0,0,0,2,0
97,310.055361,334.8553441,503.0703158,512.201061,202.1457,0,164.0526509,0,24.79998317,4.162320757,9.130745194,0,4,4,3,1,0,0,1,0
98,312.5980966,316.1190266,431.7766672,464.4709446,151.872848,0,101.6185475,6.177216939,3.520930009,14.03909312,26.51706048,0,4,4,4,0,0,0,2,0
99,314.2827384,331.7591771,483.2966081,484.9245522,170.6418138,0,148.9890775,0,17.47643874,2.548353447,1.627944077,0,11,0,0,0,0,0,0,1
100,316.9176315,319.9768269,498.907995,499.4901249,182.5724935,0,142.9098347,0,3.059195385,36.02133345,0.582129911,0,4,3,4,1,0,0,1,0
101,317.3329168,319.7769018,464.922345,465.5516883,148.2187715,0,132.1451033,0,2.443984991,13.00033991,0.629343285,0,11,0,0,0,0,0,0,1
102,321.8032247,327.8069805,469.8049857,479.5581504,157.7549256,0,137.1153645,0,6.003755767,4.882640667,9.75316469,0,12,0,0,0,0,0,0,1
103,328.6646589,340.477191,511.2080901,515.770957,187.1062981,0,91.2994762,0,11.81253211,79.43142291,4.562866927,0,3,4,4,0,0,0,2,0
104,329.1795569,329.3882788,480.7482546,483.1622236,153.9826667,0,140.4167069,0,0.208721854,10.94326896,2.413968944,0,12,0,0,0,0,0,0,1
105,329.4938174,332.2200077,494.8254097,546.1595624,216.665745,0,162.605402,15.82655969,2.726190302,0,35.50759307,0,3,4,4,0,0,0,0,0
106,330.7764647,331.4020216,494.8254097,510.6519694,179.8755047,0,140.2102077,0,0.625556898,23.21318044,15.82655969,0,3,4,4,0,0,0,0,0
107,331.6774067,354.0474766,526.4513454,542.3871321,210.7097254,0,157.1606135,0,22.37006989,15.24325527,15.93578675,0,4,4,4,0,0,0,2,0
108,334.9030092,370.1244873,514.8484292,520.5044928,185.6014836,0,120.9736231,0,35.22147805,23.75031888,5.656063579,0,14,0,0,0,0,0,0,1
109,336.5303869,376.2973629,532.5753284,553.1409001,216.6105132,0,150.1539824,9.811803694,39.76697601,6.123983057,10.75376802,0,5,5,4,1,0,0,2,0
110,342.4694075,346.8505021,564.1767906,577.0637876,234.5943801,0,156.2198136,0,4.38109467,61.10647479,12.88699703,0,5,5,5,0,0,0,1,0
111,344.1789605,346.5563247,527.8589816,547.3501587,203.1711982,0,148.269085,18.30058086,2.377364212,33.0335719,1.19059621,0,5,5,5,0,0,0,0,0
112,344.368406,363.2926691,491.0981104,498.3875579,154.0191519,0,120.003939,0,18.9242631,7.801502274,7.28944752,0,12,0,0,0,0,0,0,1
113,349.778264,378.06999,606.3865957,615.0186126,265.2403486,0,171.1669938,0,28.29172597,57.14961188,8.632016938,0,6,6,5,0,0,0,0,0
114,358.8072031,371.641561,588.5459474,595.6330763,236.8258733,0,192.5352296,0,12.83435787,24.36915687,7.08712891,0,6,5,6,0,0,0,1,0
115,363.0926241,406.5393433,528.2167031,561.6464594,198.5538353,0.200045025,118.5902637,23.51542138,43.24667414,3.087096115,9.914334976,0,10,0,0,2,0,0,0,1
116,364.9619519,382.0476225,535.2596684,563.0448545,198.0829025,0,150.527706,17.88123171,17.08567056,2.684340001,9.903954316,0,6,5,6,1,0,1,2,0
117,368.2401127,370.6394484,549.2369838,550.8309882,182.5908755,0,157.2195332,0,2.399335695,21.37800219,1.594004458,0,5,5,5,0,0,2,0,0
118,369.0754824,399.2248411,542.7346738,583.8630374,214.787555,1.563965947,136.0348274,20.31018068,28.58539266,7.475005347,20.81818298,0,6,5,5,1,0,1,2,0
119,373.4557006,380.0388536,613.8861248,637.5818963,264.1261957,0,208.5070939,0,6.583153018,25.34017735,23.69577149,0,6,6,5,0,0,0,1,0
120,378.4043132,380.1738161,517.0419668,521.6750107,143.2706975,0,134.6746131,3.462526045,1.769502911,2.193537535,1.170517903,0,10,0,0,0,0,0,0,1
121,379.8481125,384.2408136,517.0419668,536.1686883,156.3205758,0.325703621,132.8011531,4.633043947,4.066997483,0,14.49367757,0,11,0,0,1,0,0,0,1
122,383.5066173,383.8278731,628.0069182,636.1870356,252.6804183,0,222.5587226,0,0.321255747,21.62032258,8.180117398,0,7,7,7,0,1,0,0,0
123,384.2677047,400.5803446,620.1435026,646.9046402,262.6369355,0,213.3057802,17.43839365,16.31263997,6.25737784,9.322743928,0,8,7,7,0,0,0,1,0
124,385.8496886,393.6994218,520.1858066,538.6215194,152.7718309,0,123.342545,15.98288167,7.849733223,3.14383984,2.452831169,0,12,0,0,2,0,0,0,1
125,391.5243775,400.8330108,587.6523872,590.7497316,199.2253541,0,141.9016629,0,9.308633309,44.91771346,3.097344391,0,8,7,7,0,0,0,2,0
126,392.3672445,395.6221243,525.129607,551.7321245,159.3648799,1.332177243,124.5636823,13.49191249,1.922702539,4.943800357,13.11060501,0,12,0,0,1,0,0,0,1
127,394.1448571,406.4506467,682.7540476,694.2315066,300.0866495,0,221.5562716,0,12.3057896,54.74712934,11.47745902,0,8,7,7,0,0,0,0,0
128,395.8543983,411.8111182,538.5057231,576.5675327,180.7131344,0,123.7401645,29.85440574,15.95671988,2.954440423,8.207403926,0,13,0,0,3,0,0,0,1
129,402.0453853,409.2634592,670.5051274,680.5566464,278.5112611,0,230.8259205,0,7.218073845,30.41574769,10.05151908,0,8,8,8,0,0,0,1,0
130,402.3576277,406.7922413,535.5512826,568.3601288,166.0025011,4.181715577,121.4244618,26.09517679,0.252898072,7.334579567,6.713669369,0,13,0,0,3,0,0,0,1
131,404.0210036,410.699568,626.2932269,628.2277088,224.2067052,0,176.9528193,0,6.678564336,38.64083967,1.934481877,0,8,8,8,0,1,0,2,0
132,404.4774682,440.9012015,738.6326851,748.8511363,344.3736681,0,277.5343058,1.674382196,36.42373328,20.19717786,8.544068982,0,8,8,8,0,0,0,0,0
133,404.491766,408.7810923,640.0893797,666.7278847,262.2361187,0,211.3624103,6.815260538,4.289326374,19.94587704,19.82324448,0,8,8,8,0,0,0,1,0
134,405.3281601,414.7643926,695.7504878,723.5071227,318.1789626,1.122486564,267.989655,0,8.313745967,12.99644024,27.75663487,0,9,8,8,0,0,0,0,0
135,407.1507625,417.4738145,682.3117002,702.2204514,295.069689,1.630329882,253.0313129,0,8.69272215,11.80657282,19.90875125,0,9,8,8,0,0,0,1,0
136,418.565901,420.7669293,668.5337423,675.1457029,256.5798019,0,205.5262977,0,2.201028245,42.24051535,6.611960629,0,10,10,7,0,0,0,2,0
137,420.3191494,429.8346125,702.2076351,710.3474476,290.0282981,0,238.6991298,0,9.515463022,33.67389281,8.139812484,0,10,10,7,0,1,0,2,0
138,423.0970664,430.0875948,732.0725562,756.2652515,333.1681852,0,272.1200403,0,6.990528383,29.86492111,24.19269536,0,10,10,8,0,1,0,2,0
139,426.3628905,427.9591708,544.118105,587.7937981,161.4309076,0,110.5465523,32.44942777,1.596280293,5.612381896,11.2262654,0,14,0,0,3,0,0,0,1
140,426.8180085,464.134675,552.376806,619.0142245,192.196216,0,79.98342997,35.41699211,37.31666645,8.258701067,31.22042636,0,14,0,0,3,0,0,0,1
141,427.4803519,456.6621632,749.066477,765.118005,337.6376531,0,281.9705219,0,29.18181135,10.43379187,16.051528,0,10,10,8,0,0,0,0,0
142,429.5559051,431.2077749,718.4355073,740.3070673,310.7511622,0,264.5427129,5.071615418,1.651869748,22.68501945,16.79994463,0,10,10,8,0,0,0,0,0
143,440.146373,458.7976813,769.6091152,790.7645356,350.6181626,0,294.3017089,0,18.65130827,16.50972498,21.15542045,0,10,10,9,0,0,0,2,0
144,443.20694,464.7291211,555.4869143,624.5040048,181.2970648,0,87.64768493,63.52731022,21.52218111,3.110108244,5.489780322,0,14,0,0,4,0,0,0,1
145,443.8596579,449.6441695,702.0075939,705.3609637,261.5013058,0,232.6675306,0.212857495,5.784511605,19.69589375,3.140512315,0,10,10,9,0,0,0,1,0
146,448.245206,465.9752194,565.8999088,626.9171693,178.6719632,15.88946896,89.51169487,58.60409598,1.840544417,10.41299456,2.413164448,0,14,0,0,4,0,0,0,1
147,452.3494884,453.2441838,753.0993902,768.1891082,315.8396199,0,278.8283724,3.165861365,0.894695422,21.026834,11.9238567,0,10,10,9,0,0,0,2,0
148,452.9764958,477.2658688,792.1264931,796.868333,343.8918372,0,252.5627777,0,24.28937305,62.29784659,4.741839917,0,10,10,9,0,0,0,1,0
149,453.1101339,461.9577328,729.8286465,763.5290119,310.4188781,0,267.8709137,8.4667145,8.847598984,0,25.23365096,0,10,10,9,0,0,0,1,0
150,454.0612438,458.2785296,729.8286465,738.295361,284.2341172,0,243.7290643,0,4.217285797,27.82105256,8.4667145,0,10,10,10,0,0,0,1,0
151,454.6863225,461.3171649,789.7226091,797.6487314,342.9624089,1.975840689,287.7493121,0,4.655001681,40.65613215,7.926122258,0,11,10,10,0,0,1,0,0
152,460.1589717,478.4647377,787.1215464,800.1509787,339.992007,0,291.1443775,3.642989209,18.30576595,17.51243124,9.386443137,0,11,11,11,0,0,0,2,0
153,468.4762572,475.7759752,828.8539088,829.5181377,361.0418806,0,313.9466339,0,7.299718022,39.13129969,0.664228913,0,12,11,11,0,0,0,0,0
154,469.4563981,473.534611,601.5339671,634.3921831,164.935785,0,114.3194444,25.43207218,4.078212935,13.67991162,7.426143842,0,15,0,0,3,0,0,0,1
155,469.7069481,470.0888769,587.8540555,626.9660393,157.2590912,0,95.81103194,39.0631138,0.381928836,21.95414664,0.048870007,0,15,0,0,2,0,0,0,1
156,473.2200343,474.7790964,611.7290322,643.6426234,170.4225891,0,126.7548707,22.66315093,1.559062101,10.19506509,9.250440301,0,15,0,0,4,0,0,0,1
157,474.081574,481.2574818,866.0316403,873.7742491,399.6926751,0,310.8690112,0,7.175907842,73.90514724,7.742608768,0,11,11,11,0,0,0,1,0
158,479.3515705,481.1700425,867.3680765,907.0549069,427.7033363,0,347.6838663,0,1.818471982,38.51416762,39.68683043,0,12,12,12,0,0,0,0,0
159,487.1604811,488.2021598,619.2958852,645.3830025,158.2225214,0,123.5268724,24.34673817,1.041678696,7.566853061,1.740379039,0,15,0,0,4,0,0,0,1
160,487.920447,507.070496,644.3830462,676.9640838,189.0436368,0,120.9165905,28.89682591,19.15004893,16.3959597,3.684211697,0,15,0,0,2,0,0,0,1
161,488.761334,489.2559527,832.9458044,839.8955426,351.1342087,0,297.8655937,0,0.494618774,45.82425805,6.949738155,0,13,13,12,0,0,0,2,0
162,490.7889934,499.0696018,917.6856811,926.4761727,435.6871794,0,391.4053469,6.050887089,8.280608412,27.21073248,2.739604523,0,13,13,13,0,0,0,0,0
163,491.080649,496.6829756,890.4749486,923.7365682,432.6559192,0,370.6851009,16.57995823,5.602326543,23.10687219,16.68166133,0,13,13,13,0,0,0,0,0
164,493.8915423,494.9494889,622.7703902,660.3656469,166.4741045,0,124.3463964,22.61261223,1.057946549,3.474504976,14.98264443,0,15,0,0,5,0,0,0,1
165,495.2513336,497.4145382,627.9870865,673.2798721,178.0285385,0,125.355852,32.3785604,2.163204631,5.216696258,12.9142252,0,16,0,0,3,0,0,0,1
166,497.7793033,516.981952,901.4704646,911.9296677,414.1503644,0,362.4761789,0,19.2026487,22.01233364,10.45920314,0,12,13,13,1,0,0,1,0
167,500.974124,528.1742575,959.708741,961.1649441,460.1908202,0,389.5114236,0,27.20013357,42.02305992,1.456203076,0,13,12,13,0,0,0,0,0
168,509.9806555,519.5422598,859.5401377,864.5113454,354.5306899,0,313.4035447,0,9.561604279,26.59433323,4.971207691,0,13,11,13,0,0,0,2,0
169,510.0625247,515.7895661,879.4581309,881.2483125,371.1857878,0,350.2420742,0,5.727041397,13.42649062,1.790181606,0,13,11,13,0,0,0,1,0
170,521.0063342,523.1687178,649.9576912,692.8455512,171.839217,0,121.2143284,27.00639256,2.162383585,5.574645047,15.8814674,0,14,0,0,2,0,0,0,1
171,525.2050567,528.528879,863.598341,871.6539786,346.4489219,0,331.0112586,0.913004412,3.323822288,4.058203279,7.142633272,0,13,13,13,0,0,0,2,0
