,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A0,Qlen_A1,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
27,80.62298769,84.59210253,107.4877385,123.8584829,43.23549522,0,16.45633349,4.885608835,3.969114839,6.439302472,11.48513558,0,0,1,0,1,0,0,1,0,0
28,82.20238363,97.50582923,127.0981307,139.5921197,57.38973608,5.114557604,19.55913627,10.46347916,10.188888,10.03316522,2.030509831,0,0,4,0,0,1,0,0,0,1
29,84.27979862,102.2814557,136.5566976,150.5454213,66.26562271,7.812769123,24.81667498,3.035422114,10.188888,9.458566872,10.95330162,1,0,4,0,0,1,0,0,0,1
30,85.93317875,107.6947172,143.8006212,152.1699149,66.23673615,11.57265048,28.86198037,6.744800154,10.188888,7.24392358,1.624493562,2,0,5,0,0,0,0,0,0,1
31,87.40206585,99.93063585,114.7513144,143.5668942,56.16482831,0,0,17.11945084,12.52857,14.82067855,11.69612892,0,0,1,2,1,0,0,0,2,0
32,89.41268142,101.9412514,117.1717788,124.1279744,34.71529299,0,5.546487082,6.686704071,12.52857,9.68404034,0.2694915,0,0,1,2,0,0,0,1,0,0
33,92.06405921,112.4703437,146.4804193,161.5198334,69.4557742,10.21739654,31.33027743,5.689495605,10.188888,2.679798111,9.34991851,2,0,4,0,0,1,0,0,0,1
34,93.94226715,94.48385845,95.26868929,131.8707652,37.92849809,0,0.784830836,12.30011408,0.541591298,0,24.30196188,0,0,1,2,0,0,0,0,2,0
35,101.9913363,157.4287333,159.8714221,185.5717726,83.58043637,0,2.442688811,12.29756103,55.43739704,0,13.40278949,0,0,1,2,0,2,0,0,2,0
36,102.297654,120.3070936,129.347086,167.865044,65.5673901,0,0,16.48727951,18.00943968,9.0399924,22.0306785,0,0,1,2,0,0,0,1,0,0
37,107.1423476,119.6709176,119.6709176,145.8343655,38.6920179,0,0,4.457056766,12.52857,0,21.70639113,0,0,1,2,0,1,0,1,0,0
38,109.7481009,122.9153753,142.7635958,147.6746189,37.92651808,10.55899276,0,0.803298376,2.608281676,19.84822048,4.107724786,0,0,0,1,0,1,0,0,2,0
39,117.3940062,129.9225762,144.9587766,171.0369465,53.6429403,0,0,22.90626743,12.52857,15.03620042,3.171902451,1,0,0,1,0,1,0,0,0,0
40,117.3969051,129.9254751,148.8834725,179.136746,61.73984088,0,15.03330156,22.15347397,12.52857,3.924695904,8.099799452,1,0,0,1,0,1,0,0,0,0
41,124.7124944,137.2410644,159.8714221,172.1689832,47.45648876,0,5.52253139,0,12.52857,17.10782635,12.29756103,0,0,0,1,0,2,0,0,2,0
42,129.5613385,142.4511462,163.5007535,184.991897,55.4305585,0.361237674,6.432326328,15.63599247,12.52857,14.61728096,5.855151072,0,0,0,1,0,2,0,1,0,0
43,130.1470803,140.3359683,157.0656024,162.6485661,32.50148584,0,6.144450989,4.454230957,10.188888,10.58518316,1.12873274,0,0,2,0,0,0,0,0,0,1
44,135.8175797,146.0064677,162.5842817,169.8070094,33.98942971,0,11.0591348,0.064284478,10.188888,5.518679219,7.158443214,0,0,2,0,0,0,0,0,0,1
45,138.850572,151.379142,163.8234632,197.3022649,58.45169284,0,12.12161145,21.16843378,12.52857,0.322709765,12.31036784,0,0,1,1,1,3,0,1,0,0
46,140.1140169,152.6425869,192.9053109,199.4252436,59.31122667,0,28.3799077,0,12.52857,11.88281628,6.519932694,0,0,1,1,1,1,0,0,1,0
47,140.8026988,150.9915868,167.8238627,189.481011,48.67831225,0,11.59269491,1.983146642,10.188888,5.23958105,19.67400165,0,0,2,0,0,0,0,0,0,1
48,143.9338464,156.1953557,167.8238627,203.9715657,60.03771925,2.072621231,11.62850706,21.65714829,10.188888,0,14.49055466,0,0,2,0,0,1,0,0,0,1
49,145.0672856,157.5958556,179.9340188,224.987819,79.92053343,0,6.227607655,17.36824609,12.52857,16.11055553,27.68555416,0,0,1,1,0,1,0,0,0,0
50,149.1435721,161.1804748,170.5136879,210.5230228,61.37945066,1.848014662,6.64338796,33.45787775,10.188888,2.689825206,6.551457085,0,0,2,0,0,1,0,0,0,1
51,149.6603844,161.4274756,205.970444,207.6926824,58.03229804,0,0,0,11.7670912,44.54296848,1.722238355,0,0,0,1,0,0,0,0,2,0
52,152.3936408,166.3842437,173.9286239,214.1437233,61.75008252,3.801714903,4.12944427,36.59439886,10.188888,3.414935971,3.620700514,0,0,3,0,0,2,0,0,0,1
53,161.030851,171.3693628,187.6214468,218.2464631,57.21561217,0.149623783,2.559261137,26.52227643,10.188888,13.69282295,4.10273988,0,0,3,0,0,3,0,0,0,1
54,163.9573731,176.5731317,191.9350649,222.1257401,58.16836696,2.426870563,11.04831519,26.31139826,10.188888,4.313618043,3.879276905,0,0,3,0,0,3,0,0,0,1
55,165.4174198,177.9459898,211.2043953,227.4379681,62.02054833,0,1.988029009,13.78342374,12.52857,31.2703765,2.45014907,0,0,0,1,0,0,0,0,0,0
56,170.1495198,181.5582508,208.9973648,227.3577101,57.20819023,1.219842931,10.37681412,13.12837523,10.188888,17.06229994,5.23197,0,0,1,0,0,3,0,0,0,1
57,171.0551358,183.5837058,222.6971828,232.4373491,61.38221327,0,27.62068946,4.740785336,12.52857,11.49278748,4.999380995,0,0,0,1,0,1,0,0,0,0
58,174.1710018,186.6995718,223.2566216,227.1591502,52.9881484,0,6.205739154,0,12.52857,30.35131065,3.902528592,0,0,0,1,0,2,0,0,1,0
59,174.5503399,186.7620197,208.9973648,241.0574072,66.5070673,2.022791743,22.23534517,18.36034523,10.188888,0,13.69969715,0,0,1,0,0,4,0,0,0,1
60,174.8360327,191.7471388,215.6517193,244.1522837,69.31625094,6.722218043,17.25022607,25.40568792,10.188888,6.654354463,3.094876449,1,0,2,0,0,3,0,0,0,1
61,177.9354698,187.8872643,228.0663372,229.7690011,51.83353127,0,18.08317978,0,9.951794401,22.09589319,1.702663897,0,0,0,1,0,0,0,0,2,0
62,178.3260191,190.8545891,257.949069,258.9861275,80.66010839,0,31.84259367,0,12.52857,35.25188625,1.037058467,0,0,1,1,0,0,0,0,0,0
63,182.3226813,196.9509077,221.5169224,245.5327678,63.21008648,4.439338307,18.70081164,22.63536123,10.188888,5.865203135,1.380484169,0,0,3,0,0,3,0,0,0,1
64,183.6652585,196.1938285,241.3977061,249.4066618,65.7414033,0,27.06279311,0,12.52857,18.14108456,8.008955626,0,0,1,0,0,0,0,0,1,0
65,185.576415,201.9360268,228.0924694,256.6296918,71.05327684,6.170723784,19.58089567,17.44029838,10.188888,6.575547025,11.09692399,1,0,3,0,0,2,0,0,0,1
66,187.5752489,207.1397957,228.0924694,273.410381,85.83513214,9.375658798,20.9526738,28.53722236,10.188888,0,16.78068918,1,0,3,0,0,3,0,0,0,1
67,188.1711179,212.1249148,230.6899848,275.9244178,87.75329993,13.76490885,15.96755469,42.72039624,10.188888,2.597515308,2.514036846,2,0,4,0,0,4,0,0,0,1
68,193.4031845,217.3286837,234.425556,290.4652867,97.06210224,13.73661115,13.3613011,41.49886188,10.188888,3.735571204,14.5408689,2,0,5,0,0,5,0,0,0,1
69,196.9997744,209.5283444,228.0663372,246.3627243,49.36294996,0,18.53799284,1.702663897,12.52857,0,16.59372322,0,0,2,1,1,0,0,0,2,0
70,197.2790988,222.3138028,252.4312509,296.2168964,98.93779761,14.84581596,12.1117532,38.03403582,10.188888,18.00569496,5.751609668,2,0,4,0,0,3,0,0,0,1
71,197.4205631,209.9491331,266.4371005,287.0387542,89.61819117,0,31.44857308,0,12.52857,25.03939438,20.60165371,0,0,2,1,1,0,0,0,1,0
72,197.6577795,227.5175717,256.7964404,301.9484785,104.290699,19.67090412,24.91367927,39.42045604,10.188888,4.36518945,5.731582109,3,0,4,0,0,3,0,0,0,1
73,197.9708951,232.5026908,264.7559123,306.6357551,108.6648601,24.34290769,24.29374962,37.19256623,10.188888,7.959471918,4.687276622,4,0,4,0,0,4,0,0,0,1
74,201.695073,214.223643,309.3330286,309.9969798,108.3019067,0,43.72542596,0,12.52857,51.38395963,0.663951113,0,0,2,1,1,0,0,0,0,0
75,203.874616,222.0569144,314.5810724,327.6420273,123.7674113,5.653728362,87.27611425,0,12.52857,5.248043805,13.06095484,0,0,2,1,1,0,0,0,0,0
76,204.353122,237.7064597,265.6436578,311.037765,106.684643,23.16444962,27.04945264,40.99209731,10.188888,0.887745543,4.402009904,4,0,5,0,0,5,0,0,0,1
77,205.9541393,242.6915788,266.9786448,321.0450899,115.0909506,26.54855148,22.95207908,44.05912022,10.188888,1.334986992,10.00732486,5,0,3,0,0,6,0,0,0,1
78,206.7140881,218.3002798,247.6170433,248.0327729,41.31868481,0,9.7660574,0,11.58619173,19.55070608,0.415729597,0,1,2,1,0,0,0,0,2,0
79,213.3679244,247.8953477,277.8616516,327.4460291,114.0781047,24.33853521,19.08329717,43.18343829,10.188888,10.88300679,6.400939218,4,0,3,0,0,5,0,0,0,1
80,220.9315239,257.5650997,334.9984257,341.8836297,120.9521058,0,32.18870342,0,36.63357576,45.24462259,6.885204015,0,0,2,2,2,0,0,0,2,0
81,225.1240933,252.8804668,286.0205701,329.6588736,104.5347803,17.56748544,24.98118486,41.42545907,10.188888,8.158918435,2.212844469,3,0,4,0,0,6,0,0,0,1
82,225.313468,237.842038,259.2784672,262.1340485,36.82058049,0,9.775005268,0,12.52857,11.66142384,2.855581378,0,0,2,1,2,0,0,0,2,0
83,226.1338075,238.6623775,266.4371005,301.2619336,75.12812607,0,27.77472299,20.60165371,12.52857,0,14.22317938,0,0,2,1,2,0,0,0,1,0
84,227.2426076,239.7711776,289.7538031,295.9997243,68.75711669,0,19.50728954,0,12.52857,30.47533597,6.245921182,0,0,2,1,2,0,1,0,2,0
85,228.9380748,258.0842357,303.057755,336.8641426,107.9260678,18.9572729,27.9363344,26.60111861,10.188888,17.03718493,7.205268955,3,0,5,0,0,4,0,0,0,1
86,230.0849274,242.1791723,288.0198002,304.9794057,74.89447833,0,24.25792824,13.24213335,12.09424492,21.58269974,3.717472082,0,0,2,1,0,0,0,0,1,0
87,230.6750111,263.0693548,313.32264,339.0657928,108.3907817,22.20545567,39.98840023,23.54150251,10.188888,10.26488505,2.201650213,4,0,5,0,0,3,0,0,0,1
88,230.8269765,268.2731237,327.7362431,339.1714442,108.3444676,27.25725912,45.04951639,11.32954966,10.188888,14.41360306,0.105651408,5,0,5,0,0,2,0,0,0,1
89,237.1334341,262.9528402,334.9984257,365.5764452,128.4430111,5.045738132,72.04558555,6.885204015,20.7736679,0,23.69281547,0,0,2,2,2,0,0,0,2,0
90,238.5658073,273.2582428,336.2876936,341.8636503,103.2978429,24.50354742,54.47800034,2.883750536,10.188888,8.551450535,2.692206112,4,0,6,0,0,2,0,0,0,1
91,242.817452,273.0321745,368.9036406,371.5322679,128.714816,14.74764773,61.57936634,0,15.46707479,34.29209978,2.628627313,0,0,2,2,2,0,0,0,1,0
92,243.9353418,263.9895592,367.3893198,385.0216415,141.0862997,19.01749838,84.80215687,0,1.036719043,18.59760376,17.63232164,1,0,2,2,2,0,0,0,0,0
93,244.8300649,307.657187,426.9720177,428.3172061,183.4871412,19.15949426,97.8985272,0,43.66762777,21.41630351,1.345188446,2,0,3,2,2,0,0,0,2,0
94,248.7966426,261.3252126,348.7917161,349.0923436,100.295701,0,53.25585987,0,12.52857,34.21064364,0.300627471,3,0,2,2,1,0,0,0,0,0
95,249.9809929,278.4620117,345.39196,357.7904694,107.8094765,18.29213077,57.82568198,0,10.188888,9.104266342,12.39850942,3,0,4,0,0,0,0,0,0,1
96,250.3891207,293.571423,390.4786727,399.6094179,149.2202972,22.64305376,41.42700271,0,20.53924851,55.48024699,9.130745194,3,0,3,3,2,0,0,0,2,0
97,252.9318564,265.4604264,325.4292953,326.23516,73.30330363,0,22.55937387,0,12.52857,37.4094951,0.805864671,4,0,2,2,1,0,0,0,1,0
98,259.1142546,271.6428246,334.6115408,337.1844021,78.07014748,0,53.78647072,0,12.52857,9.182245501,2.572861252,3,0,1,2,2,0,0,0,1,0
99,263.767519,283.4471308,352.7335706,358.2106438,94.44312483,9.490723754,61.94482922,5.056898744,10.188888,7.341610672,0.42017444,1,0,5,0,0,0,0,0,0,1
100,263.9939562,288.6508997,361.546192,365.9891026,101.9951464,14.46805542,64.082671,0,10.188888,8.812621358,4.442910599,2,0,5,0,0,0,0,0,0,1
101,264.3894262,300.5252954,385.2028853,387.4113457,123.0219194,29.18199677,66.86402444,0,6.9538724,17.81356541,2.20846042,1,0,3,2,2,0,0,0,0,0
102,265.7856909,315.6643995,404.461494,404.6998583,138.9141673,34.73960447,78.8100234,0,15.13910411,9.987071099,0.238364247,2,0,4,3,3,0,0,0,0,0
103,266.98712,324.5527845,434.4188938,438.2831442,171.2960242,40.67006699,89.75938438,0,16.89559748,20.10672495,3.864250375,3,0,4,4,4,0,0,0,0,0
104,267.7276175,330.0227014,495.485642,502.1558749,234.4282575,47.93678205,134.4132129,0,14.35830185,31.04972772,6.670232924,4,0,4,4,4,0,0,1,1,0
105,274.5556005,293.6360188,368.6362403,373.1592563,98.60365581,8.891530237,67.91017325,0,10.188888,7.090048264,4.523016064,1,0,6,0,0,0,0,0,0,1
106,278.0250575,298.8397877,375.5206943,382.4890775,104.46402,10.62584216,69.79645262,0,10.188888,6.88445398,6.968383266,2,0,6,0,0,0,0,0,0,1
107,283.964078,303.8249068,375.5206943,390.8397816,106.8757036,9.671940735,71.69578749,6.968383266,10.188888,0,8.350704083,1,0,7,0,0,0,0,0,0,1
108,285.673631,298.202201,398.1216549,398.93421,113.2605789,0,70.70143959,0,12.52857,29.21801426,0.812555082,4,0,3,3,2,0,0,0,1,0
109,286.677402,299.205972,405.5557142,416.8049559,130.1275538,0,91.27270069,0,12.52857,15.07704146,11.2492417,4,0,3,3,2,0,0,0,2,0
110,292.08726,309.0286757,382.8464713,392.0316441,99.94438406,6.752527625,66.4920186,7.993310305,10.188888,7.325777044,1.191862493,1,0,8,0,0,0,0,0,0,1
111,292.3715891,304.9001591,444.5250341,455.0397101,162.668121,0,93.22149576,0,12.52857,46.40337921,10.51467604,4,0,3,2,1,0,0,0,1,0
112,298.4977658,311.0263358,394.4744229,402.4921981,103.9944323,0,74.17654947,0,12.52857,9.271537662,8.017775166,3,0,3,3,2,0,0,0,0,0
113,301.0794212,314.0137948,400.3816718,407.1800751,106.1006539,2.745485559,68.83267654,0,10.188888,17.53520051,6.798403314,0,0,8,0,0,0,0,0,0,1
114,304.7790837,317.3076537,414.3121688,414.4288128,109.6497292,0,87.15384036,0,12.52857,9.850674822,0.116643982,2,0,4,3,3,0,0,0,0,0
115,305.2986262,317.8271962,444.5250341,471.2038411,165.9052149,0,126.6978379,10.51467604,12.52857,0,16.16413097,2,0,4,4,3,0,0,0,1,0
116,305.4794472,319.2175637,403.4506903,420.9338918,115.4544446,3.549228466,81.16410815,3.729384774,10.188888,3.06901854,13.75381667,0,0,9,0,0,0,0,0,0,1
117,306.1773335,323.5549058,445.0031717,449.9983293,143.8209957,4.849002253,103.4171119,0,12.52857,18.03115406,4.995157521,2,0,4,4,4,0,1,0,2,0
118,307.5006087,324.2026828,405.1962749,421.6401301,114.1395214,6.513186048,79.24800758,15.73761687,10.188888,1.745584579,0.70623834,1,0,9,0,0,1,0,0,0,1
119,307.9217602,329.4064517,406.0952917,428.5913286,120.6695684,11.2958035,75.78982326,15.54483844,10.188888,0.899016765,6.951198452,2,0,10,0,0,2,0,0,0,1
120,315.6546056,334.3915708,410.5176284,429.3922487,113.7376431,8.548077172,71.70372092,18.07370015,10.188888,4.422336743,0.800920108,1,0,11,0,0,2,0,0,0,1
121,317.7074248,339.5953397,412.6698018,435.201223,117.4937981,11.69902682,70.92228877,16.72244692,10.188888,2.152173343,5.808974296,2,0,11,0,0,3,0,0,0,1
122,317.8583385,328.3014632,464.4359143,479.8492273,161.9908888,6.694445986,116.2235708,6.767926825,3.748678791,19.91088019,8.645386211,0,0,6,5,5,0,0,0,1,0
123,322.2150227,344.5804588,417.5441815,436.6240649,114.4090422,12.17654806,68.08934301,17.65704149,10.188888,4.874379722,1.422841938,2,0,12,0,0,4,0,0,0,1
124,326.8770218,349.7842277,419.5541198,439.6075739,112.7305521,12.71831781,67.75995384,17.06994512,10.188888,2.009938303,2.983508976,2,0,12,0,0,5,0,0,0,1
125,329.8300395,343.5598057,482.957749,504.7968906,174.9668512,0,120.4479701,0,13.72976627,18.9499732,21.8391416,0,0,6,5,5,0,0,0,2,0
126,332.1735305,354.7693468,425.0487926,443.055989,110.8824585,12.40692824,64.78477304,14.55878133,10.188888,5.494672774,3.448415109,2,0,13,0,0,4,0,0,0,1
127,333.6901698,342.8897131,464.0077758,469.2003147,135.5101448,0,102.1134586,0,9.199543338,19.0046041,5.192538811,0,0,6,6,5,0,0,0,2,0
128,335.1363193,359.9731157,427.7523181,447.933113,112.7967938,14.64790836,65.07567692,15.30367088,10.188888,2.703525558,4.877124041,2,0,13,0,0,5,0,0,0,1
129,336.0651128,364.9582348,438.716205,448.3214833,112.2563705,18.70423396,62.79408337,9.216908033,10.188888,10.96388689,0.388370269,3,0,13,0,0,2,0,0,0,1
130,338.8363788,370.1620037,452.9059213,456.2081199,117.3717412,21.1367369,68.55420136,0,10.188888,14.18971629,3.302198623,4,0,14,0,0,0,0,0,0,1
131,339.6059488,375.1471228,469.0066423,471.6678483,132.0618995,25.35228597,77.75879855,0,10.188888,16.10072099,2.661206026,4,0,14,0,0,0,0,0,0,1
132,341.4882359,380.3508917,477.4983205,482.4496424,140.9614065,28.67376774,88.65575064,0,10.188888,8.491678169,4.951321959,5,0,14,0,0,0,0,0,0,1
133,352.8436896,385.3360108,482.6573535,488.383992,135.5403024,22.30343318,92.16230971,0,10.188888,5.159033064,5.72663849,4,0,15,0,0,0,0,0,0,1
134,353.3845209,365.9130909,455.4180676,479.610763,126.226242,0,68.50580287,0,12.52857,20.99917381,24.19269536,0,0,5,5,5,0,0,0,0,0
135,356.6503451,390.5397797,488.2727247,490.4070286,133.7566836,23.7005466,92.11757388,0.111267334,10.188888,5.615371156,2.02303659,4,0,14,0,0,0,0,0,0,1
136,360.6895467,373.2181167,497.7442447,544.7722035,184.0826568,0,122.2675253,4.411630234,12.52857,2.25860269,42.61632861,0,0,5,5,5,0,0,1,1,0
137,367.5776239,380.1061939,485.5018884,486.6298534,119.0522295,0,75.31187367,0,12.52857,30.0838208,1.127965003,0,0,5,5,5,0,0,1,0,0
138,371.4944965,395.5248988,493.9906053,498.2411669,126.7466704,13.84151421,92.74782593,0,10.188888,5.717880608,4.250561612,2,0,14,0,0,0,0,0,0,1
139,380.3756749,383.7571175,541.9768588,551.4815804,171.1059055,0,113.9871272,2.795344688,3.381442636,44.23261416,6.709376886,0,0,6,5,5,0,0,1,1,0
140,386.1061558,388.1070426,515.9232696,516.0935203,129.9873645,0,97.39484581,0,2.00088679,30.42138119,0.170250744,0,0,5,6,5,0,0,1,0,0
141,391.0173415,403.5459115,565.1486859,569.8905258,178.8731843,0,138.4309473,0,12.52857,23.17182705,4.741839917,0,0,6,6,4,0,0,1,1,0
142,391.1509796,401.3398676,500.358873,516.7101417,125.5591621,0,92.6507377,0,10.188888,6.368267672,16.35126877,0,0,15,0,0,0,0,0,0,1
143,392.1020895,404.6306595,567.904672,570.585711,178.4836214,0,120.3895226,0,12.52857,42.88448986,2.681038944,0,0,6,6,4,0,0,2,0,0
144,392.8424713,393.4930787,482.957749,528.2697509,135.4272796,0,89.4646703,21.8391416,0.650607393,0,23.47286028,0,0,6,6,4,0,0,0,2,0
145,393.3201761,398.1242642,525.0201822,530.0015742,136.6813981,0,117.7990054,0,4.804088131,9.096912581,4.981391991,0,0,6,6,4,0,0,3,0,0
146,394.3281515,405.7137868,505.8414294,524.9454285,130.6172771,1.196747306,94.64508621,10.86871229,10.188888,5.482556481,8.235286775,0,0,16,0,0,0,0,0,0,1
147,398.2920085,410.8205785,499.1879033,532.4736949,134.1816865,0,72.13717058,29.08184767,12.52857,16.23015421,4.203944007,0,0,6,5,5,0,1,1,2,0
148,398.5334889,411.5287556,512.8640594,525.6417889,127.1083,2.806378691,94.31267386,12.08136912,10.188888,7.022629938,0.696360424,0,0,16,0,0,1,0,0,0,1
149,411.2612325,421.4501205,518.4135044,531.6407229,120.3794904,0,91.41393893,7.228284493,10.188888,5.549445053,5.998933937,0,0,13,0,0,1,0,0,0,1
150,411.6763472,424.2049172,614.6435646,619.4736617,207.7973144,0,143.6997548,0,12.52857,46.7388926,4.830097024,0,0,6,6,5,0,0,0,0,0
151,413.2301895,423.4190775,521.5517644,553.3442449,140.1140554,0,94.99442694,10.08895842,10.188888,3.138260008,21.70352199,0,0,13,0,0,2,0,0,0,1
152,413.256803,431.6390085,528.4124739,554.8716163,141.6148133,8.193317469,89.91275599,24.93177092,10.188888,6.860709497,1.527371472,0,0,12,0,0,1,0,0,0,1
153,413.7637768,433.6079655,533.0487555,556.9838108,143.220034,9.655300733,94.80450845,21.82286086,10.188888,4.636281528,2.112194445,1,0,13,0,0,1,0,0,0,1
154,421.0177169,430.0429219,524.486634,560.1733438,139.1556269,0,94.44371202,13.81699702,9.025205077,0,21.86971281,0,0,5,6,5,0,0,2,2,0
155,423.5284464,426.4782248,524.486634,538.303631,114.7751846,0,72.70967843,7.987060981,2.949778447,25.2987307,5.82993604,0,0,5,6,5,0,0,1,2,0
156,423.8114319,436.3400019,648.0145597,660.0708241,236.2593922,0,178.3035627,0,12.52857,33.37099506,12.0562644,0,0,5,6,5,0,0,0,0,0
157,425.4501473,441.8278965,535.5638038,571.9664552,146.5163079,6.188861158,91.22085902,21.42000702,10.188888,2.515048289,14.98264443,0,0,12,0,0,2,0,0,0,1
158,426.8099386,448.2683967,582.1424082,594.6697636,167.859825,0,121.0546817,0,21.45845815,12.8193298,12.52735534,0,0,6,6,6,0,0,0,1,0
159,428.960816,449.2455706,605.8103976,619.5133732,190.5525572,1.082105916,132.8968376,0,19.2026487,23.66798936,13.70297557,0,0,6,6,6,0,0,0,1,0
160,430.4552694,443.7968535,537.1660876,596.9985584,166.5432891,3.152696134,91.76695026,34.80036763,10.188888,1.602283817,25.03210324,1,0,13,0,0,3,0,0,0,1
161,431.0064211,443.5349911,682.289434,686.1763769,255.1699558,0,204.4795686,0,12.52857,34.27487435,3.886942853,0,0,6,6,6,0,0,0,0,0
162,431.4651254,448.2859651,531.9117308,569.0536766,137.5885512,16.80327129,76.20066882,28.26161297,0.017568432,7.425096857,8.88033281,0,0,7,6,5,0,0,2,2,0
163,432.4717333,445.0003033,569.3230784,576.9085158,144.4367826,0,120.1483826,0.567447379,12.52857,4.174392538,7.017990035,1,0,6,6,6,0,0,1,1,0
164,433.7118438,452.0167845,547.1855999,600.1159288,166.4040849,8.116052647,85.14930312,49.81295851,10.188888,10.01951236,3.117370306,0,0,13,0,0,4,0,0,0,1
165,433.8992095,453.9857415,558.7109118,603.2810044,169.3817949,9.897644013,93.19985844,41.40501694,10.188888,11.52531188,3.16507564,1,0,14,0,0,2,0,0,0,1
166,439.6133493,452.1419193,623.414842,626.5018394,186.8884902,0,153.6684783,0,12.52857,17.60444437,3.086997459,1,0,6,6,6,0,0,0,1,0
